date	title	artist	rank
2/2/1974	American Tune	Paul Simon	81.00
2/2/1974	D'yer Mak'er	Led Zeppelin	78.00
2/2/1974	If We Make It Through December	Merle Haggard	58.00
2/2/1974	Just You 'n' Me	Chicago	64.00
2/2/1974	Meadows	Joe Walsh	95.00
2/2/1974	MIND GAMES	John Lennon	60.00
2/2/1974	"One Tin Soldier, The Legend of Billy Jack"	Coven	76.00
2/9/1974	Flashback	The 5th Dimension	97.00
2/9/1974	If You're Ready (Come Go With Me)	The Staple Singers	68.00
2/9/1974	Love Has No Pride	Linda Ronstadt	74.00
2/9/1974	Raised On Robbery	Joni Mitchell	76.00
2/9/1974	Sister Mary Elephant (Shudd-Up!)	Cheech & Chong	61.00
2/9/1974	Stoned To The Bone - Part 1	James Brown	79.00
2/9/1974	This Time I'm Gone For Good	"Bobby ""Blue"" Bland"	73.00
2/9/1974	Walk Like A Man	Grand Funk	57.00
2/9/1974	Wang Dang Doodle	The Pointer Sisters	77.00
2/16/1974	"""Joy"" Pt. I"	Isaac Hayes	42.00
2/16/1974	Goodbye Yellow Brick Road	Elton John	55.00
2/16/1974	Helen Wheels	Paul McCartney And Wings	58.00
2/16/1974	Hello It's Me	Todd Rundgren	63.00
2/16/1974	Leave Me Alone (ruby Red Dress)	Helen Reddy	46.00
2/16/1974	Let Your Hair Down	The Temptations	62.00
2/16/1974	Livin' For You	Al Green	43.00
2/16/1974	Me And Baby Brother	War	53.00
2/16/1974	Rockin' Roll Baby	The Stylistics	59.00
2/16/1974	Teenage Lament '74	Alice Cooper	68.00
2/16/1974	The Real Me	The Who	100.00
2/16/1974	Top Of The World	Carpenters	64.00
2/16/1974	When I Fall In Love/Are You Lonesome Tonight	Donny Osmond	71.00
2/23/1974	Daddy What If	Bobby Bare	43.00
2/23/1974	I Shall Sing	Garfunkel	55.00
2/23/1974	Jessica	The Allman Brothers Band	67.00
2/23/1974	Let Me Get To Know You	Paul Anka	87.00
2/23/1974	"Never, Never Gonna Give Ya Up"	Barry White	39.00
2/23/1974	The Americans (A Canadian's Opinion)	Gordon Sinclair	48.00
2/23/1974	The Americans (A Canadian's Opinion)	Tex Ritter	90.00
2/23/1974	The Most Beautiful Girl	Charlie Rich	45.00
2/23/1974	Time In A Bottle	Jim Croce	46.00
2/23/1974	You're So Unique	Billy Preston	49.00
3/2/1974	A Mother For My Children	The Whispers	96.00
3/2/1974	Baby Come Close	Smokey Robinson	43.00
3/2/1974	I Miss You	The Dells	61.00
3/2/1974	Living For The City	Stevie Wonder	42.00
3/2/1974	Smokin' In The Boy's Room	Brownsville Station	40.00
3/2/1974	The Joker	The Steve Miller Band	31.00
3/2/1974	Try (Try To Fall In Love)	Cooker	98.00
3/2/1974	What Is Hip?	Tower Of Power	91.00
3/2/1974	You Sure Love To Ball	Marvin Gaye	53.00
3/9/1974	Can This Be Real	Natural Four	50.00
3/9/1974	Get That Gasoline Blues	NRBQ	93.00
3/9/1974	I've Got To Use My Imagination	Gladys Knight And The Pips	41.00
3/9/1974	In The Mood	Bette Midler	57.00
3/9/1974	Jim Dandy	Black Oak Arkansas	48.00
3/9/1974	Midnight Rider	Gregg Allman	40.00
3/9/1974	Newsy Neighbors	First Choice	97.00
3/9/1974	Stop To Start	Blue Magic	87.00
3/9/1974	What It Comes Down To	The Isley Brothers	64.00
3/16/1974	Abra-Ca-Dabra	The De Franco Family	54.00
3/16/1974	Houston (I'm Comin' To See You)	Glen Campbell	75.00
3/16/1974	I Just Can't Get You Out Of My Mind	Four Tops	72.00
3/16/1974	Jolene	Dolly Parton	63.00
3/16/1974	Life Is A Song Worth Singing	Johnny Mathis	57.00
3/16/1974	"Quick, Fast, In A Hurry"	New York City	93.00
3/16/1974	Show And Tell	Al Wilson	53.00
3/16/1974	That's The Sound That Lonely Makes	Tavares	77.00
3/16/1974	The Crude Oil Blues	Jerry Reed	100.00
3/16/1974	There's Got To Be Rain In Your Life (To Appreciate The Sunshine)	Dorothy Norwood	98.00
3/23/1974	Americans	Byron MacGregor	82.00
3/23/1974	Doo Doo Doo Doo Doo (heartbreaker)	The Rolling Stones	89.00
3/23/1974	Energy Crisis '74	Dickie Goodman	53.00
3/23/1974	I Like To Live The Love	B.B. King	46.00
3/23/1974	I Love	Tom T. Hall	42.00
3/23/1974	It's Been A Long Time	The New Birth	68.00
3/23/1974	Last Kiss	Wednesday	76.00
3/23/1974	Let Me Be There	Olivia Newton-John	52.00
3/23/1974	Mr. Natural	Bee Gees	93.00
3/23/1974	You're Sixteen	Ringo Starr	47.00
3/30/1974	Homely Girl	The Chi-lites	58.00
3/30/1974	I Wish It Was Me	Tyrone Davis	73.00
3/30/1974	Music Eyes	Heartsfield	100.00
3/30/1974	On A Night Like This	Bob Dylan	51.00
3/30/1974	She	Southcote	83.00
3/30/1974	We're Getting Careless With Our Love	Johnnie Taylor	50.00
3/30/1974	WOLD	Harry Chapin	48.00
4/6/1974	Best Thing That Ever Happened To Me	The Persuaders	87.00
4/6/1974	Goin' Down Slow	"Bobby ""Blue"" Bland"	70.00
4/6/1974	"Honey Please, Can't Ya See"	Barry White	61.00
4/6/1974	Last Time I Saw Him	Diana Ross	68.00
4/6/1974	Love Song	Anne Murray	64.00
4/6/1974	Put Your Hands Together	The O'Jays	62.00
4/6/1974	Sexy Mama	The Moments	41.00
4/6/1974	Skybird	Neil Diamond	76.00
4/6/1974	Star	Stealers Wheel	69.00
4/6/1974	Watching The River Run	Loggins & Messina	71.00
4/13/1974	I'll Be The Other Woman	The Soul Children	54.00
4/13/1974	Might Just Take Your Life	Deep Purple	100.00
4/13/1974	Must Be Love	The James Gang	63.00
4/13/1974	My Sweet Lady	Cliff DeYoung	52.00
4/13/1974	So Good	The Eleventh Hour	99.00
4/13/1974	Spiders & Snakes	Jim Stafford	55.00
4/13/1974	Until You Come Back To Me (That's What I'm Gonna Do)	Aretha Franklin	47.00
4/13/1974	Virginia (Touch Me Like You Do)	Bill Amesbury	65.00
4/13/1974	Your Cash Ain't Nothin' But Trash	The Steve Miller Band	56.00
4/20/1974	Beyond The Blue Horizon	Lou Christie	100.00
4/20/1974	Loving Arms	Kris Kristofferson & Rita Coolidge	97.00
4/20/1974	Pepper Box	The Peppers	82.00
4/20/1974	"Rock And Roll, Hoochie Koo"	Rick Derringer	55.00
4/20/1974	Trying To Hold On To My Woman	Lamont Dozier	51.00
4/20/1974	Unborn Child	Seals & Crofts	78.00
4/20/1974	Would You Lay With Me (in A Field Of Stone)	Tanya Tucker	67.00
4/27/1974	All In Love Is Fair	Barbra Streisand	75.00
4/27/1974	I've Got A Thing About You Baby/Take Good Care Of Her	Elvis Presley	72.00
4/27/1974	"If It Feels Good, Do It"	Ian Lloyd & Stories	92.00
4/27/1974	It Only Hurts When I Try To Smile	Dawn Featuring Tony Orlando	84.00
4/27/1974	Love's Theme	Love Unlimited Orchestra	60.00
4/27/1974	Loving You	Johnny Nash	95.00
4/27/1974	Power Of Love	Martha Reeves	81.00
4/27/1974	Put A Little Love Away	The Emotions	86.00
4/27/1974	Rock On	David Essex	58.00
4/27/1974	The Way We Were	Barbra Streisand	53.00
5/4/1974	Boogie Down	Eddie Kendricks	63.00
5/4/1974	Dark Lady	Cher	51.00
5/4/1974	Eres Tu (Touch The Wind)	Mocedades	45.00
5/4/1974	Happiness Is Me And You	Gilbert O'Sullivan	75.00
5/4/1974	Jungle Boogie	Kool & The Gang	60.00
5/4/1974	Mighty Love - Pt. 1	The Spinners	53.00
5/4/1974	Summer Breeze (Part 1)	The Isley Brothers	66.00
5/4/1974	There Won't Be Anymore	Charlie Rich	67.00
5/4/1974	Touch And Go	Al Wilson	72.00
5/11/1974	A Dream Goes On Forever	Todd Rundgren	78.00
5/11/1974	Billy - Don't Be A Hero	Paper Lace	100.00
5/11/1974	Dance With The Devil	Cozy Powell	59.00
5/11/1974	Heavenly	The Temptations	53.00
5/11/1974	I Am What I Am	Lois Fletcher	65.00
5/11/1974	Jet	Paul McCartney And Wings	48.00
5/11/1974	Tell Me A Lie	Sami Jo	56.00
5/18/1974	"Bad, Bad Leroy Brown"	Frank Sinatra	100.00
5/18/1974	I'm A Train	Albert Hammond	47.00
5/18/1974	If I Were A Carpenter...	Leon Russell	79.00
5/18/1974	Keep It In The Family	Leon Haywood	67.00
5/18/1974	Mockingbird	Carly Simon & James Taylor	66.00
5/18/1974	Silver Threads And Golden Needles	Linda Ronstadt	70.00
5/18/1974	Thanks For Saving My Life	Billy Paul	58.00
5/18/1974	The Lord's Prayer	Sister Janet Mead	35.00
5/18/1974	"Touch A Hand, Make A Friend"	The Staple Singers	50.00
5/18/1974	Under The Influence Of Love	Love Unlimited	82.00
5/18/1974	Werewolf	Five Man Electrical Band	68.00
5/18/1974	Who Is He And What Is He To You	Creative Source	77.00
5/25/1974	A Very Special Love Song	Charlie Rich	54.00
5/25/1974	After Midnight	Maggie Bell	100.00
5/25/1974	Lookin' For A Love	Bobby Womack	43.00
5/25/1974	Outside Woman	Bloodstone	63.00
5/25/1974	Piano Man	Billy Joel	67.00
5/25/1974	Something	Johnny Rodriguez	95.00
5/25/1974	Standing At The End Of The Line	Lobo	51.00
5/25/1974	Sunshine On My Shoulders	John Denver	48.00
5/25/1974	Teenage Love Affair	Rick Derringer	82.00
6/1/1974	(everybody Wanna Get Rich) Rite Away	Dr. John	96.00
6/1/1974	Chameleon	Herbie Hancock	64.00
6/1/1974	Daybreaker	Electric Light Orchestra	89.00
6/1/1974	I'll Have To Say I Love You In A Song	Jim Croce	56.00
6/1/1974	Keep On Singing	Helen Reddy	54.00
6/1/1974	Let It Ride	Bachman-Turner Overdrive	50.00
6/1/1974	Love That Really Counts	Natural Four	100.00
6/1/1974	Scratch	The Crusaders	88.00
6/1/1974	Seasons In The Sun	Terry Jacks	75.00
6/1/1974	Teen Angel	Wednesday	86.00
6/1/1974	Time Will Tell	Tower Of Power	72.00
6/8/1974	(I'm A) YoYo Man	Rick Cunha	82.00
6/8/1974	Best Thing That Ever Happened To Me	Gladys Knight And The Pips	42.00
6/8/1974	Dancin' (On A Saturday Night)	Flash Cadillac And The Continental Kids	93.00
6/8/1974	Daybreak	Nilsson	61.00
6/8/1974	Help Yourself	The Undisputed Truth	72.00
6/8/1974	Hooked On A Feeling	Blue Swede	58.00
6/8/1974	I Don't See Me In Your Eyes Anymore	Charlie Rich	49.00
6/8/1974	Let's Get Married	Al Green	48.00
6/8/1974	My Mistake (Was To Love You)	Diana Ross & Marvin Gaye	57.00
6/8/1974	Oh My My	Ringo Starr	52.00
6/8/1974	Satisfaction Guaranteed (Or Take Your Love Back)	Harold Melvin And The Blue Notes	67.00
6/8/1974	Sleepin'	Diana Ross	78.00
6/8/1974	Tubular Bells	Mike Oldfield	53.00
6/15/1974	Bennie And The Jets	Elton John	38.00
6/15/1974	Come And Get Your Love	Redbone	43.00
6/15/1974	Just Don't Want To Be Lonely	The Main Ingredient	36.00
6/15/1974	Mighty Mighty	"Earth, Wind & Fire"	44.00
6/15/1974	No Charge	Melba Montgomery	48.00
6/15/1974	Rhapsody In White	Love Unlimited Orchestra	63.00
6/15/1974	Rock Around The Clock	Bill Haley And His Comets	59.00
6/15/1974	The Golden Age Of Rock 'n' Roll	Mott The Hoople	100.00
6/15/1974	The Payback - Part I	James Brown	47.00
6/22/1974	(i've Been) Searchin' So Long	Chicago	38.00
6/22/1974	"Another Park, Another Sunday"	The Doobie Brothers	42.00
6/22/1974	Can You Handle It?	Graham Central Station	55.00
6/22/1974	Fox Hunt	Herb Alpert & The Tijuana Brass	85.00
6/22/1974	It's Her Turn To Live	Smokey Robinson	100.00
6/22/1974	Kissin' Time	KISS	83.00
6/22/1974	One Chain Don't Make No Prison	Four Tops	51.00
6/22/1974	Star Baby	The Guess Who	57.00
6/22/1974	The Lone Ranger	Oscar Brown Jr.	69.00
6/22/1974	Who Are You	B.B. King	99.00
6/22/1974	Wonderful	Isaac Hayes	72.00
6/29/1974	Georgia Porcupine	George Fischoff	99.00
6/29/1974	I Hate Hate	Razzy	76.00
6/29/1974	I Won't Last A Day Without You	Carpenters	42.00
6/29/1974	I'm In Love	Aretha Franklin	62.00
6/29/1974	King Of Nothing	Seals & Crofts	70.00
6/29/1974	Lamplight	David Essex	77.00
6/29/1974	Living In The U.s.a.	The Steve Miller Band	61.00
6/29/1974	Sho Nuff Boogie (Part I)	Sylvia And The Moments	83.00
6/29/1974	Son Of Sagittarius	Eddie Kendricks	43.00
6/29/1974	Tell Laura I Love Her	Johnny T. Angel	100.00
6/29/1974	TSOP (The Sound Of Philadelphia)	MFSB Featuring The Three Degrees	60.00
7/6/1974	I'm Falling In Love With You	Little Anthony And The Imperials	88.00
7/6/1974	If You Go Away	Terry Jacks	72.00
7/6/1974	Mr. President	Dickie Goodman	73.00
7/6/1974	Oh Very Young	Cat Stevens	47.00
7/6/1974	Silly Milly	Blue Swede	75.00
7/6/1974	That Song Is Driving Me Crazy	Tom T. Hall	63.00
7/6/1974	The Entertainer	"Marvin Hamlisch/""The Sting"""	23.00
7/6/1974	The Same Love That Made Me Laugh	Bill Withers	64.00
7/6/1974	Wake Up And Love Me	April	100.00
7/6/1974	When The Morning Comes	Hoyt Axton	54.00
7/6/1974	Wildflower	The New Birth	62.00
7/13/1974	Don't You Worry 'Bout A Thing	Stevie Wonder	56.00
7/13/1974	I Wish It Was Me You Loved	The Dells	94.00
7/13/1974	I'm The Leader Of The Gang	Brownsville Station	61.00
7/13/1974	Too Late	Tavares	59.00
7/13/1974	What Goes Up (Must Come Down)	Tyrone Davis	89.00
7/13/1974	What's Your Name	Andy & David Williams	92.00
7/20/1974	Air Disaster	Albert Hammond	92.00
7/20/1974	American Girls	Rick Springfield	98.00
7/20/1974	Help Me	Joni Mitchell	84.00
7/20/1974	How Do You Feel The Morning After	Millie Jackson	83.00
7/20/1974	I've Been Born Again	Johnnie Taylor	87.00
7/20/1974	I've Had It	Fanny	90.00
7/20/1974	Rebel Rebel	David Bowie	89.00
7/20/1974	Tell Me That I'm Wrong	"Blood, Sweat & Tears"	93.00
7/20/1974	The Loco-Motion	Grand Funk	68.00
7/20/1974	The Show Must Go On	Three Dog Night	85.00
7/20/1974	Worse Comes To Worst	Billy Joel	95.00
7/27/1974	For The Love Of Money	The O'Jays	82.00
7/27/1974	Good Things Don't Last Forever	"Ecstasy, Passion & Pain"	99.00
7/27/1974	Haven't Got Time For The Pain	Carly Simon	57.00
7/27/1974	Love Is The Message	MFSB Featuring The Three Degrees	98.00
7/27/1974	My Girl Bill	Jim Stafford	76.00
7/27/1974	Save The Last Dance For Me	The DeFranco Family featuring Tony DeFranco	80.00
7/27/1974	There Will Never Be Any Peace (Until God Is Seated At The Conference Table)	The Chi-lites	83.00
7/27/1974	You've Got My Soul On Fire	The Temptations	92.00
8/3/1974	Dance Master Pt. 1	Willie Henderson	83.00
8/3/1974	If You Wanna Get To Heaven	Ozark Mountain Daredevils	79.00
8/3/1974	La Grange	ZZ Top	92.00
8/3/1974	Ma! (He's Making Eyes At Me)	Lena Zavaroni	91.00
8/3/1974	Midnight At The Oasis	Maria Muldaur	55.00
8/3/1974	Rings	Reuben Howell	90.00
8/3/1974	The Streak	Ray Stevens	80.00
8/3/1974	Train Of Thought	Cher	87.00
8/10/1974	Already Gone	Eagles	88.00
8/10/1974	Ballero	War	82.00
8/10/1974	Dancing Machine	Jackson 5	69.00
8/10/1974	Funky Party	Clarence Reid	99.00
8/10/1974	I'm Coming Home	The Spinners	97.00
8/10/1974	Old Home Filler-up An' Keep On-a-truckin' Cafe	C.W. McCall	98.00
8/10/1974	Sundown	Gordon Lightfoot	95.00
8/17/1974	Band On The Run	Paul McCartney And Wings	95.00
8/17/1974	Captain Howdy	Simon Stokes	90.00
8/17/1974	Come Monday	Jimmy Buffett	57.00
8/17/1974	Get Out Of Denver	Bob Seger	88.00
8/17/1974	It's Better To Have (and Don't Need)	Don Covay	92.00
8/17/1974	Room Full Of Roses	Mickey Gilley	98.00
8/17/1974	This Heart	Gene Redding	97.00
8/17/1974	Workin' At The Car Wash Blues	Jim Croce	58.00
8/17/1974	"You're Welcome, Stop On By"	Bobby Womack	100.00
8/24/1974	Between Her Goodbye And My Hello	Gladys Knight And The Pips	65.00
8/24/1974	"Billy, Don't Be A Hero"	Bo Donaldson And The Heywoods	100.00
8/24/1974	Hollywood Swinging	Kool & The Gang	92.00
8/24/1974	If You Love Me (let Me Know)	Olivia Newton-John	80.00
8/24/1974	Jive Turkey (Part 1)	Ohio Players	97.00
8/24/1974	Makin' The Best Of A Bad Situation	Dick Feller	99.00
8/24/1974	The Man That Turned My Mama On	Tanya Tucker	98.00
8/24/1974	Walk On	Neil Young	96.00
8/31/1974	Be Thankful For What You Got	William DeVaughn	97.00
8/31/1974	Finally Got Myself Together (I'm A Changed Man)	The Impressions	94.00
8/31/1974	Fish Ain't Bitin'	Lamont Dozier	80.00
8/31/1974	If You Talk In Your Sleep	Elvis Presley	95.00
8/31/1974	My Love	Margie Joseph	69.00
8/31/1974	Secretary	Betty Wright	82.00
8/31/1974	That's Not How It Goes	Bloodstone	96.00
8/31/1974	You Turned My World Around	Frank Sinatra	99.00
8/31/1974	You Won't See Me	Anne Murray	100.00
9/7/1974	Don't Knock My Love	Diana Ross & Marvin Gaye	85.00
9/7/1974	Kalimba Story	"Earth, Wind & Fire"	95.00
9/7/1974	Machine Gun	Commodores	92.00
9/7/1974	Moonlight Special	Ray Stevens	96.00
9/7/1974	Most Likely You Go Your Way (And I'll Go Mine)	Bob Dylan/The Band	93.00
9/7/1974	Put Out The Light	Joe Cocker	98.00
9/7/1974	The Air That I Breathe	The Hollies	89.00
9/7/1974	Travelin' Prayer	Billy Joel	100.00
9/7/1974	You Make Me Feel Brand New	The Stylistics	99.00
9/14/1974	Eyes Of Silver	The Doobie Brothers	91.00
9/14/1974	Happiness Is Just Around The Bend	The Main Ingredient	71.00
9/14/1974	Kung Fu	Curtis Mayfield	72.00
9/14/1974	My Thang	James Brown	94.00
9/14/1974	On And On	Gladys Knight And The Pips	98.00
9/14/1974	Rikki Don't Lose That Number	Steely Dan	97.00
9/14/1974	Rings	Lobo	63.00
9/14/1974	River's Risin'	Edgar Winter	57.00
9/14/1974	Rock And Roll Heaven	The Righteous Brothers	73.00
9/14/1974	Wombling Summer Party	The Wombles	96.00
9/14/1974	You Got To Be The One	The Chi-lites	99.00
9/21/1974	Ain't No Love In The Heart Of The City	Bobby Bland	97.00
9/21/1974	ANNIE's SONG	John Denver	68.00
9/21/1974	Don't Change Horses (In The Middle Of A Stream)	Tower Of Power	60.00
9/21/1974	Please Don't Tell Me How The Story Ends	Ronnie Milsap	95.00
9/21/1974	Radar Love	Golden Earring	64.00
9/21/1974	Rock The Boat	The Hues Corporation	93.00
9/21/1974	Rock Your Baby	George McCrae	98.00
9/21/1974	Shinin' On	Grand Funk	49.00
9/21/1974	Sugar Baby Love	The Rubettes	50.00
9/21/1974	Sure As I'm Sittin' Here	Three Dog Night	99.00
9/21/1974	Time For Livin'	Sly & The Family Stone	96.00
9/21/1974	Waterloo	ABBA	48.00
9/21/1974	You Can't Be A Beacon (if Your Light Don't Shine)	Donna Fargo	100.00
9/28/1974	All Shook Up	Suzi Quatro	100.00
9/28/1974	Call On Me	Chicago	95.00
9/28/1974	City In The Sky	The Staple Singers	92.00
9/28/1974	Don't Let The Sun Go Down On Me	Elton John	97.00
9/28/1974	Door To Your Heart	The Dramatics	70.00
9/28/1974	Keep On Smilin'	Wet Willie	99.00
9/28/1974	Midnight Flower	Four Tops	98.00
9/28/1974	Please Come To Boston	Dave Loggins	93.00
9/28/1974	Takin' Care Of Business	Bachman-Turner Overdrive	96.00
10/5/1974	Delta Dirt	Larry Gatlin	95.00
10/5/1974	Feel Like Makin' Love	Roberta Flack	54.00
10/5/1974	I Saw A Man And He Danced With His Wife	Cher	100.00
10/5/1974	It Could Have Been Me	Sami Jo	99.00
10/5/1974	It's Only Rock 'N Roll (But I Like It)	The Rolling Stones	42.00
10/5/1974	One Hell Of A Woman	Mac Davis	98.00
10/5/1974	Rub It In	"Billy ""Crash"" Craddock"	96.00
10/5/1974	Sideshow	Blue Magic	97.00
10/5/1974	Surfin' U.S.A.	The Beach Boys	43.00
10/5/1974	Tell Me Something Good	Rufus Featuring Chaka Khan	45.00
10/5/1974	The Night Chicago Died	Paper Lace	58.00
10/5/1974	Wild Thing	Fancy	60.00
10/5/1974	Wildwood Weed	Jim Stafford	69.00
10/12/1974	(You're) Having My Baby	Paul Anka with Odia Coates	47.00
10/12/1974	Ain't Nothing Like The Real Thing	Aretha Franklin	56.00
10/12/1974	Boogie Bands And One Night Stands	Kathy Dalton	74.00
10/12/1974	"Do It, Fluid"	The Blackbyrds	96.00
10/12/1974	Honey Honey	Sweet Dreams	100.00
10/12/1974	I Shot The Sheriff	Eric Clapton	44.00
10/12/1974	I'm Leaving It (All) Up To You	Donny & Marie Osmond	57.00
10/12/1974	Let's Put It All Together	The Stylistics	59.00
10/12/1974	Tell Her Love Has Felt The Need	Eddie Kendricks	65.00
10/12/1974	Who Do You Think You Are	Bo Donaldson And The Heywoods	49.00
10/19/1974	"Can't Get Enough Of Your Love, Babe"	Barry White	100.00
10/19/1974	Hang On In There Baby	Johnny Bristol	47.00
10/19/1974	I'm A Ramblin' Man	Waylon Jennings	99.00
10/19/1974	James Dean	Eagles	86.00
10/19/1974	My Country	Jud Strunk	59.00
10/19/1974	Rock Me Gently	Andy Kim	48.00
10/19/1974	Second Avenue	Tim Moore	58.00
10/26/1974	Fallin' In Love	"The Souther, Hillman, Furay Band"	96.00
10/26/1974	Free Man In Paris	Joni Mitchell	99.00
10/26/1974	Higher Plane	Kool & The Gang	59.00
10/26/1974	I Love My Friend	Charlie Rich	97.00
10/26/1974	"I Wash My Hands Of The Whole Damn Deal, Part I"	The New Birth	91.00
10/26/1974	Kings Of The Party	Brownsville Station	62.00
10/26/1974	One Day At A Time	Marilyn Sellars	81.00
10/26/1974	Up For The Down Stroke	Parliament	100.00
10/26/1974	You And Me Against The World	Helen Reddy	98.00
11/2/1974	Another Saturday Night	Cat Stevens	95.00
11/2/1974	Battle Of New Orleans	The Nitty Gritty Dirt Band	93.00
11/2/1974	Blood Is Thicker Than Water	William DeVaughn	99.00
11/2/1974	Clap For The Wolfman	The Guess Who	98.00
11/2/1974	Don't Send Nobody Else	Ace Spectrum	97.00
11/2/1974	Earache My Eye	Cheech & Chong Featuring Alice Bowie	94.00
11/2/1974	Give It To The People	The Righteous Brothers	66.00
11/2/1974	Never My Love	Blue Swede	75.00
11/2/1974	Papa Don't Take No Mess (Part I)	James Brown	100.00
11/2/1974	Straight Shootin' Woman	Steppenwolf	96.00
11/2/1974	The Player - Part 1	First Choice	71.00
11/9/1974	Beach Baby	First Class	98.00
11/9/1974	Bring Back The Love Of Yesterday	The Dells	92.00
11/9/1974	Candy's Going Bad	Golden Earring	97.00
11/9/1974	Devotion	"Earth, Wind & Fire"	81.00
11/9/1974	Don't Eat The Yellow Snow	Frank Zappa	91.00
11/9/1974	La La Peace Song	O.C. Smith	100.00
11/9/1974	Live It Up Part 1	The Isley Brothers	87.00
11/9/1974	Loose Booty	Sly & The Family Stone	84.00
11/9/1974	Nothing From Nothing	Billy Preston	72.00
11/9/1974	Pretzel Logic	Steely Dan	57.00
11/9/1974	Second Avenue	Garfunkel	67.00
